ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
92,Valesca deGroot,Em Lim,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,01/05/2024,4,130,9:49,VdG,6,0,2,sme,Sebastes melanops,Black rockfish,10,0,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Valesca deGroot,Em Lim,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,01/05/2024,4,130,9:49,VdG,6,0,2,lma,Lopholithodes mandtii,Puget sound king crab,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Valesca deGroot,Em Lim,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,01/05/2024,4,130,9:49,VdG,6,0,2,sne,Sebastes nebulosus,China rockfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,sca,Sebastes caurinus,Copper rockfish,4,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,4,0,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,bin,Bolinopsis infundubulum,Lobed sea gooseberry,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,sme,Sebastes melanops,Black rockfish,12,0,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,1,2,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,pgi,Pomaulax gibberosus,Red turban shell,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,pmi,Patiria miniata,Bat star,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,phe,Pycnopodia helianthoides,Sunflower star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,26,0,5,6,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,jzo,Jordania zonope,Longfin sculpin,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,dim,Dermasterias imbricata,Leather star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,phem,Pagurus hemphilli,Maroon hermit,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,aca,Apostichopus californicus,California sea cucumber,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,hka,Haliotis kamtschatkana,Pinto abalone,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,aha,Artedius harringtoni,Scalyhead sculpin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,rri,Rhamphocottus richardsonii,Grunt sculpin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,2,2,pachycheles,Pachycheles spp,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Valesca deGroot,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,02/05/2024,2.5,NE,15:10,VdG,5.8,0,2,sne,Sebastes nebulosus,China rockfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,11,0,,2,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,pgi,Pomaulax gibberosus,Red turban shell,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,aca,Apostichopus californicus,California sea cucumber,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,14,,5,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,35,0,4,9,9,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,oko,Orthasterias koehleri,Rainbow star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,ami,Acmaea mitra,Whitecap limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,dim,Dermasterias imbricata,Leather star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,mae,Mediaster aequalis,Vermillion sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,phem,Pagurus hemphilli,Maroon hermit,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,lma,Lopholithodes mandtii,Puget sound king crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,sac,Scyra acutifrons,Sharpnose crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,henricia,Henricia spp.,Unidentified blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,aoce,Aglaja ocelligera,Spotted aglaja,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,Dir,Dendronotus iris,Giant frond-aeolis,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,ctr,Coryphella trophina,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,pmi,Patiria miniata,Bat star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,das,Diodora aspera,Rough keyhole limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,ptr,Polycera tricolor,Tricolour nudibranch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,hka,Haliotis kamtschatkana,Pinto abalone,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,jzo,Jordania zonope,Longfin sculpin,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,otri,Orienthella trilineata,Three-lined aeolid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,2,2,rri,Rhamphocottus richardsonii,Grunt sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,0,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Valesca deGroot,Em Lim,BMSC27,San Jose North Island,48.901183,-125.060433,03/05/2024,2.5,NW,10:25,VdG,9,0,2,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,1,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,1,2,opi,Oxylebius pictus,Painted greenling,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,4,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,269,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,hka,Haliotis kamtschatkana,Pinto abalone,25,0,8,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,31,0,5,15,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,chlamys,Chlamys spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,sac,Scyra acutifrons,Sharpnose crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,ppu,Pachycheles pubescens,Pubescent porcelain crab,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,aha,Artedius harringtoni,Scalyhead sculpin,12,0,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,henricia,Henricia spp.,Unidentified blood star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,aca,Apostichopus californicus,California sea cucumber,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,ami,Acmaea mitra,Whitecap limpet,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,pmi,Patiria miniata,Bat star,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,dim,Dermasterias imbricata,Leather star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,phem,Pagurus hemphilli,Maroon hermit,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,tca,Triopha catalinae,Sea-clown triopha,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,dodo,Diaulula odonoghuei,Spotted dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,opi,Oxylebius pictus,Painted greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,pgi,Pomaulax gibberosus,Red turban shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,2,2,pno,Peltodoris nobilis,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Valesca deGroot,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,03/05/2024,2.5,NE,12:50,VdG,6.7,0,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Jasmin Schuster,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1,NW,10:10,TB,7.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jasmin Schuster,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1,NW,10:10,TB,7.5,0,0,Poc,Pisaster ochraceus,Purple sea star,3,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jasmin Schuster,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1,NW,10:10,TB,7.5,2,1,Mfra,Mesocentrotus franciscanus,Red sea urchin,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
